name;productUrl;imageUrls/0;imageUrls/1;price;main cat;sub cat;color prop;size;gender;Brand;Store
Buckettasche;http://www.hm.com/de/product/41082?article=41082-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0365473 001 28 1463.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;24,99;Accessories;Taschen;schwarz;;women;H&M;H&M
Langarm-T-Shirt;http://www.hm.com/de/product/42332?article=42332-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0365589 001 52 1794.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_0036_006R.jpg]&set=key[rotate],value[-0.3]&set=key[width],value[4194]&set=key[height],value[4904]&set=key[x],value[587]&set=key[y],value[63]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;T-Shirts;weiss;l;men;H&M;H&M
2er-Pack Strümpfe;http://www.hm.com/de/product/39570?article=39570-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0365608 001 00 2298.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;7,99;fashion;Unterwäsche;weiss;36;women;H&M;H&M
Sneaker;http://www.hm.com/de/product/40964?article=40964-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0365624 001 60 0482.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AY_0409_020R.jpg]&set=key[rotate],value[0.45]&set=key[width],value[2566]&set=key[height],value[3001]&set=key[x],value[1360]&set=key[y],value[2087]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];29,99;schuhe;Sneaker;blau;40;men;H&M;H&M
Jerseyshirt mit Spitze;http://www.hm.com/de/product/39794?article=39794-F;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0365795 009 07 1161.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6ET_0147_012R.jpg]&set=key[rotate],value[-0.7]&set=key[width],value[3963]&set=key[height],value[4634]&set=key[x],value[642]&set=key[y],value[85]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Tops;weiss;xl;women;H&M;H&M
Pullover aus Merinowolle;http://www.hm.com/de/product/38707?article=38707-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366129 001 02 1021.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;34,99;fashion;Pullover;schwarz;xs;men;H&M;H&M
Pullover aus Merinowolle;http://www.hm.com/de/product/38707?article=38707-D;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366129 003 82 0867.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6AV_0254_016R.jpg]&set=key[rotate],value[0.25]&set=key[width],value[3692]&set=key[height],value[4317]&set=key[x],value[674]&set=key[y],value[339]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];34,99;fashion;Pullover;blau;l;men;H&M;H&M
Pullover aus Merinowolle;http://www.hm.com/de/product/38707?article=38707-C;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366129 004 82 0866.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6DT_0402_004R.jpg]&set=key[rotate],value[-1.65]&set=key[width],value[3224]&set=key[height],value[3770]&set=key[x],value[1142]&set=key[y],value[786]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];34,99;fashion;Pullover;gelb;l;men;H&M;H&M
Longweste;http://www.hm.com/de/product/40393?article=40393-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366268 001 18 1659.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AV_0363_010R.jpg]&set=key[rotate],value[-0.8]&set=key[width],value[2769]&set=key[height],value[3238]&set=key[x],value[1290]&set=key[y],value[154]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];59,99;fashion;Blazer;schwarz;l;women;H&M;H&M
Oversize-Bluse;http://www.hm.com/de/product/40879?article=40879-C;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366433 002 13 1848.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6FT_0147_027R.jpg]&set=key[rotate],value[0]&set=key[width],value[4154]&set=key[height],value[4857]&set=key[x],value[629]&set=key[y],value[201]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];39,99;fashion;Hemden;schwarz;m;women;H&M;H&M
Jerseyshirt mit Lochmuster;http://www.hm.com/de/product/40784?article=40784-C;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366471 003 01 1440.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6ET_0100_002R.jpg]&set=key[rotate],value[0.5]&set=key[width],value[3789]&set=key[height],value[4431]&set=key[x],value[840]&set=key[y],value[224]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Tops;weiss;l;women;H&M;H&M
Rollkragenshirt aus Jersey;http://www.hm.com/de/product/41371?article=41371-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366616 001 56 1337.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AV_0360_012R.jpg]&set=key[rotate],value[0]&set=key[width],value[3717]&set=key[height],value[4346]&set=key[x],value[851]&set=key[y],value[269]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];29,99;fashion;Pullover;schwarz;l;women;H&M;H&M
Rock in A-Linie;http://www.hm.com/de/product/39943?article=39943-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366715 005 12 1313.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_0200_001R.jpg]&set=key[rotate],value[0.45]&set=key[width],value[3757]&set=key[height],value[4392]&set=key[x],value[752]&set=key[y],value[287]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;Röcke;blau;s;women;H&M;H&M
Rucksack aus Jacquardstoff;http://www.hm.com/de/product/39407?article=39407-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366767 001 60 0826.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;24,99;Accessories;Taschen;blau;;men;H&M;H&M
Jumpsuit aus Lyocell;http://www.hm.com/de/product/39579?article=39579-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366773 001 66 1614.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6ET_0105_021R.jpg]&set=key[rotate],value[0.4]&set=key[width],value[4123]&set=key[height],value[4820]&set=key[x],value[561]&set=key[y],value[218]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];49,99;fashion;Hosen;schwarz;m;women;H&M;H&M
Jumpsuit aus Lyocell;http://www.hm.com/de/product/39579?article=39579-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366773 001 66 1614.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6ET_0105_021R.jpg]&set=key[rotate],value[0.4]&set=key[width],value[4123]&set=key[height],value[4820]&set=key[x],value[561]&set=key[y],value[218]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];49,99;fashion;Jumpsuits;schwarz;m;women;H&M;H&M
Sandaletten aus Leder;http://www.hm.com/de/product/40486?article=40486-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366793 001 00 2302.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;69,99;schuhe;Pumps & High Heels;schwarz;36;women;H&M;H&M
T-Shirt mit Druck;http://www.hm.com/de/product/42001?article=42001-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366840 001 68 1627.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_0139_030R.jpg]&set=key[rotate],value[-0.5]&set=key[width],value[3846]&set=key[height],value[4497]&set=key[x],value[696]&set=key[y],value[222]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;T-Shirts;grau;xxl;men;H&M;H&M
Mantel mit Jacquardmuster;http://www.hm.com/de/product/38895?article=38895-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366843 001 98 1262.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_0333_018R.jpg]&set=key[rotate],value[-1.1]&set=key[width],value[2736]&set=key[height],value[3199]&set=key[x],value[1288]&set=key[y],value[184]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];59,99;fashion;Jacken & Mäntel;blau;l;women;H&M;H&M
Geflochtenes Haarband;http://www.hm.com/de/product/38852?article=38852-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0366973 001 70 1342.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;9,99;Accessories;Haaraccessoires;schwarz;;women;H&M;H&M
Off-Shoulder-Bluse mit Volants;http://www.hm.com/de/product/38899?article=38899-F;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0367270 006 46 1058.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2015/6AY_0477_006R.jpg]&set=key[rotate],value[-0.2]&set=key[width],value[3489]&set=key[height],value[4079]&set=key[x],value[854]&set=key[y],value[308]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Blusen;schwarz;l;women;H&M;H&M
Pullover mit Turtleneck;http://www.hm.com/de/product/41347?article=41347-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0367387 001 63 2094.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6FT_0152_021R.jpg]&set=key[rotate],value[-0.15]&set=key[width],value[4108]&set=key[height],value[4803]&set=key[x],value[679]&set=key[y],value[49]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];34,99;fashion;Pullover;schwarz;l;women;H&M;H&M
2er-Pack Haarspangen;http://www.hm.com/de/product/40946?article=40946-B;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0367402 001 60 1470.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;3,99;Accessories;Haaraccessoires;gold;;women;H&M;H&M
2er-Pack Haarspangen;http://www.hm.com/de/product/40946?article=40946-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0367402 002 08 1470.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;3,99;Accessories;Haaraccessoires;silber;;women;H&M;H&M
Maxikleid;http://www.hm.com/de/product/39975?article=39975-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0367524 001 83 1768.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6FT_0023_016R.jpg]&set=key[rotate],value[-0.45]&set=key[width],value[4215]&set=key[height],value[4928]&set=key[x],value[720]&set=key[y],value[125]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];39,99;fashion;Kleider;schwarz;m;women;H&M;H&M
Spitzenkleid;http://www.hm.com/de/product/40277?article=40277-B;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0367715 001 82 1606.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6FT_0021_013R.jpg]&set=key[rotate],value[-0.45]&set=key[width],value[4101]&set=key[height],value[4795]&set=key[x],value[761]&set=key[y],value[252]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];49,99;fashion;Kleider;schwarz;m;women;H&M;H&M
Langarm-T-Shirt mit Druck;http://www.hm.com/de/product/43193?article=43193-C;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0367767 003 75 1434.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_3092_010R.jpg]&set=key[rotate],value[0.25]&set=key[width],value[3939]&set=key[height],value[4606]&set=key[x],value[614]&set=key[y],value[319]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;T-Shirts;blau;l;men;H&M;H&M
Langarm-T-Shirt mit Druck;http://www.hm.com/de/product/43193?article=43193-A;lp.hm.com/hmprod?set=key[source],value[/model/2015/C00 0367767 004 75 1432.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6GT_3093_003R.jpg]&set=key[rotate],value[0.1]&set=key[width],value[3570]&set=key[height],value[4175]&set=key[x],value[912]&set=key[y],value[437]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;T-Shirts;grau;l;men;H&M;H&M
